출장,부서,전공,참여프로젝트,근속연차,이직회수,업무평가,주변평가,경력,전년도교육출장횟수,현회사근속년수,월급_KRW,직급관리자여부,월급_경력비,월급_프로젝트비,현근속_총경력비,총근속,경력성장률,이직빈도,학습몰입도,월급_근속연차비,월급_출장비,근속_경력비,평균근속기간,프로젝트_경력비,프로젝트_근속연차비,출장_경력비,출장_근속연차비,교육출장_경력비,주변평가_근속연차,학습몰입도_교육출장
1,0,사회과학계열,2,2,0,0,1,6,3,5,9589620.0,1,1369945.7142857143,3196540.0,0.7142857142857143,2,1.6666666666666667,0.0,6,3196540.0,4794810.0,0.7142857142857143,2.0,0.2857142857142857,0.6666666666666666,0.14285714285714285,0.3333333333333333,0.42857142857142855,2,18
1,1,사회과학계열,2,3,5,0,3,17,2,14,14640420.0,0,813356.6666666666,4880140.0,0.7777777777777778,3,3.5,0.2777777777777778,4,3660105.0,7320210.0,0.7777777777777778,0.5,0.1111111111111111,0.5,0.05555555555555555,0.25,0.1111111111111111,9,8
0,0,사회과학계열,3,2,1,0,2,9,5,9,6136860.0,0,613686.0,1534215.0,0.9,2,3.0,0.1,15,2045620.0,6136860.0,0.9,1.0,0.3,1.0,0.0,0.0,0.5,4,75
2,1,공학계열,3,1,1,0,2,3,5,3,2976660.0,0,744165.0,744165.0,0.75,1,1.5,0.25,15,1488330.0,992220.0,0.75,0.5,0.75,1.5,0.5,1.0,1.25,2,75
1,1,자연과학계열,3,2,1,0,2,5,3,5,6349380.0,0,1058230.0,1587345.0,0.8333333333333334,2,1.6666666666666667,0.1666666666666666,9,2116460.0,3174690.0,0.8333333333333334,1.0,0.5,1.0,0.16666666666666666,0.3333333333333333,0.5,4,27
1,0,사회과학계열,3,4,2,0,2,26,2,9,23596620.0,1,873948.8888888889,5899155.0,0.3333333333333333,4,1.8,0.074074074074074,6,4719324.0,11798310.0,0.3333333333333333,1.3333333333333333,0.1111111111111111,0.6,0.037037037037037035,0.2,0.07407407407407407,8,12
1,0,공학계열,3,1,4,1,1,7,4,1,3421020.0,0,427627.5,855255.0,0.125,1,0.5,0.5,12,1710510.0,1710510.0,0.125,0.2,0.375,1.5,0.125,0.5,0.5,1,48
1,1,자연과학계열,3,4,6,0,3,22,3,17,20495760.0,1,891120.0,5123940.0,0.7391304347826086,4,3.4,0.2608695652173913,9,4099152.0,10247880.0,0.7391304347826086,0.5714285714285714,0.13043478260869565,0.6,0.043478260869565216,0.2,0.13043478260869565,12,27
1,1,기타,3,3,5,0,1,10,2,8,10024320.0,0,911301.8181818182,2506080.0,0.7272727272727273,3,2.0,0.4545454545454545,6,2506080.0,5012160.0,0.7272727272727273,0.5,0.2727272727272727,0.75,0.09090909090909091,0.25,0.18181818181818182,3,12
0,1,공학계열,3,2,1,0,2,6,1,5,7819080.0,0,1117011.4285714286,1954770.0,0.7142857142857143,2,1.6666666666666667,0.1428571428571428,3,2606360.0,7819080.0,0.7142857142857143,1.0,0.42857142857142855,1.0,0.0,0.0,0.14285714285714285,4,3
1,1,사회과학계열,3,3,6,0,2,12,2,10,10795740.0,0,830441.5384615385,2698935.0,0.7692307692307693,3,2.5,0.4615384615384615,6,2698935.0,5397870.0,0.7692307692307693,0.42857142857142855,0.23076923076923078,0.75,0.07692307692307693,0.25,0.15384615384615385,6,12
1,1,사회과학계열,4,3,0,0,4,9,3,8,10874400.0,0,1087440.0,2174880.0,0.8,3,2.0,0.0,12,2718600.0,5437200.0,0.8,3.0,0.4,1.0,0.1,0.25,0.3,12,36
0,1,사회과학계열,4,4,4,0,4,22,2,1,18207720.0,0,791640.0,3641544.0,0.0434782608695652,4,0.2,0.1739130434782608,8,3641544.0,18207720.0,0.043478260869565216,0.8,0.17391304347826086,0.8,0.0,0.0,0.08695652173913043,16,16
2,0,자연과학계열,4,2,1,0,3,20,3,19,6992460.0,1,332974.28571428574,1398492.0,0.9047619047619048,2,6.333333333333333,0.0476190476190476,12,2330820.0,2330820.0,0.9047619047619048,1.0,0.19047619047619047,1.3333333333333333,0.09523809523809523,0.6666666666666666,0.14285714285714285,6,36
0,1,공학계열,3,2,4,0,4,12,3,7,7009020.0,0,539155.3846153846,1752255.0,0.5384615384615384,2,2.333333333333333,0.3076923076923077,9,2336340.0,7009020.0,0.5384615384615384,0.4,0.23076923076923078,1.0,0.0,0.0,0.23076923076923078,8,27
0,0,자연과학계열,2,1,0,1,1,4,0,3,3202980.0,0,640596.0,1067660.0,0.6,1,1.5,0.0,0,1601490.0,3202980.0,0.6,1.0,0.4,1.0,0.0,0.0,0.0,1,0
0,1,사회과학계열,3,4,1,0,4,10,2,10,24072720.0,1,2188429.090909091,6018180.0,0.9090909090909092,4,2.0,0.0909090909090909,6,4814544.0,24072720.0,0.9090909090909091,2.0,0.2727272727272727,0.6,0.0,0.0,0.18181818181818182,16,12
1,0,사회과학계열,2,1,6,1,3,3,5,0,3317520.0,0,829380.0,1105840.0,0.0,1,0.0,1.5,10,1658760.0,1658760.0,0.0,0.14285714285714285,0.5,1.0,0.25,0.5,1.25,3,50
1,0,사회과학계열,3,1,3,0,1,5,4,3,4763760.0,0,793960.0,1190940.0,0.5,1,1.5,0.5,12,2381880.0,2381880.0,0.5,0.25,0.5,1.5,0.16666666666666666,0.5,0.6666666666666666,1,48
1,0,자연과학계열,3,1,3,0,4,8,2,5,3132600.0,0,348066.6666666667,783150.0,0.5555555555555556,1,2.5,0.3333333333333333,6,1566300.0,1566300.0,0.5555555555555556,0.25,0.3333333333333333,1.5,0.1111111111111111,0.5,0.2222222222222222,4,12
1,0,자연과학계열,3,4,9,1,3,32,1,5,24010620.0,1,727594.5454545454,6002655.0,0.1515151515151515,4,1.0,0.2727272727272727,3,4802124.0,12005310.0,0.15151515151515152,0.4,0.09090909090909091,0.6,0.030303030303030304,0.2,0.030303030303030304,12,3
2,0,기타,4,2,1,0,1,6,2,6,7573440.0,1,1081920.0,1514688.0,0.8571428571428571,2,2.0,0.1428571428571428,8,2524480.0,2524480.0,0.8571428571428571,1.0,0.5714285714285714,1.3333333333333333,0.2857142857142857,0.6666666666666666,0.2857142857142857,2,16
2,0,자연과학계열,3,5,2,0,2,21,2,18,26798220.0,1,1218100.9090909092,6699555.0,0.8181818181818182,5,3.0,0.0909090909090909,6,4466370.0,8932740.0,0.8181818181818182,1.6666666666666667,0.13636363636363635,0.5,0.09090909090909091,0.3333333333333333,0.09090909090909091,10,12
1,0,공학계열,3,1,9,0,2,4,2,2,3879180.0,0,775836.0,969795.0,0.4,1,1.0,1.8,6,1939590.0,1939590.0,0.4,0.1,0.6,1.5,0.2,0.5,0.4,2,12
0,0,사회과학계열,3,2,1,0,3,9,2,9,5013540.0,0,501354.0,1253385.0,0.9,2,3.0,0.1,6,1671180.0,5013540.0,0.9,1.0,0.3,1.0,0.0,0.0,0.2,6,12
1,1,사회과학계열,3,2,1,0,3,9,0,9,5744940.0,0,574494.0,1436235.0,0.9,2,3.0,0.1,0,1914980.0,2872470.0,0.9,1.0,0.3,1.0,0.1,0.3333333333333333,0.0,6,0
1,0,사회과학계열,3,1,4,0,2,7,2,5,2942160.0,0,367770.0,735540.0,0.625,1,2.5,0.5,6,1471080.0,1471080.0,0.625,0.2,0.375,1.5,0.125,0.5,0.25,2,12
1,0,사회과학계열,3,4,3,0,4,22,2,12,19282740.0,1,838380.0,4820685.0,0.5217391304347826,4,2.4,0.1304347826086956,6,3856548.0,9641370.0,0.5217391304347826,1.0,0.13043478260869565,0.6,0.043478260869565216,0.2,0.08695652173913043,16,12
2,0,자연과학계열,3,1,0,0,2,3,0,2,3703920.0,0,925980.0,925980.0,0.5,1,1.0,0.0,0,1851960.0,1234640.0,0.5,1.0,0.75,1.5,0.5,1.0,0.0,2,0
1,0,자연과학계열,3,3,6,0,2,13,3,8,14966100.0,1,1069007.142857143,3741525.0,0.5714285714285714,3,2.0,0.4285714285714285,9,3741525.0,7483050.0,0.5714285714285714,0.42857142857142855,0.21428571428571427,0.75,0.07142857142857142,0.25,0.21428571428571427,6,27
1,0,자연과학계열,2,2,1,0,2,5,6,4,6040260.0,1,1006710.0,2013420.0,0.6666666666666666,2,1.3333333333333333,0.1666666666666666,12,2013420.0,3020130.0,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.3333333333333333,1.0,4,72
1,0,기타,2,1,1,1,4,5,2,4,5165340.0,0,860890.0,1721780.0,0.6666666666666666,1,2.0,0.1666666666666666,4,2582670.0,2582670.0,0.6666666666666666,0.5,0.3333333333333333,1.0,0.16666666666666666,0.5,0.3333333333333333,4,8
2,0,사회과학계열,3,2,1,0,3,4,1,4,5724240.0,1,1144848.0,1431060.0,0.8,2,1.3333333333333333,0.2,3,1908080.0,1908080.0,0.8,1.0,0.6,1.0,0.4,0.6666666666666666,0.2,6,3
0,0,사회과학계열,3,1,1,0,4,0,2,0,1450380.0,0,1450380.0,362595.0,0.0,1,0.0,1.0,6,725190.0,1450380.0,0.0,0.5,3.0,1.5,0.0,0.0,2.0,4,12
1,0,공학계열,3,3,8,0,3,22,2,10,14819820.0,1,644340.0,3704955.0,0.4347826086956521,3,2.5,0.3478260869565217,6,3704955.0,7409910.0,0.43478260869565216,0.3333333333333333,0.13043478260869565,0.75,0.043478260869565216,0.25,0.08695652173913043,9,12
1,0,자연과학계열,3,3,1,0,3,16,3,16,14335440.0,1,843261.1764705882,3583860.0,0.9411764705882352,3,4.0,0.0588235294117647,9,3583860.0,7167720.0,0.9411764705882353,1.5,0.17647058823529413,0.75,0.058823529411764705,0.25,0.17647058823529413,9,27
1,0,사회과학계열,4,3,0,0,3,9,4,8,15754080.0,1,1575408.0,3150816.0,0.8,3,2.0,0.0,16,3938520.0,7877040.0,0.8,3.0,0.4,1.0,0.1,0.25,0.4,9,64
1,0,자연과학계열,2,1,1,0,1,1,2,1,3588000.0,0,1794000.0,1196000.0,0.5,1,0.5,0.5,4,1794000.0,1794000.0,0.5,0.5,1.0,1.0,0.5,0.5,1.0,1,8
2,0,자연과학계열,3,1,0,0,1,4,3,3,3342360.0,0,668472.0,835590.0,0.6,1,1.5,0.0,9,1671180.0,1114120.0,0.6,1.0,0.6,1.5,0.4,1.0,0.6,1,27
1,0,자연과학계열,4,2,1,0,2,8,2,8,7551360.0,1,839040.0,1510272.0,0.8888888888888888,2,2.6666666666666665,0.1111111111111111,8,2517120.0,3775680.0,0.8888888888888888,1.0,0.4444444444444444,1.3333333333333333,0.1111111111111111,0.3333333333333333,0.2222222222222222,4,16
1,0,사회과학계열,1,1,1,0,1,4,3,4,3382380.0,0,676476.0,1691190.0,0.8,1,2.0,0.2,3,1691190.0,1691190.0,0.8,0.5,0.2,0.5,0.2,0.5,0.6,1,9
1,0,사회과학계열,2,2,2,0,4,19,0,2,5851200.0,1,292560.0,1950400.0,0.1,2,0.6666666666666666,0.1,0,1950400.0,2925600.0,0.1,0.6666666666666666,0.1,0.6666666666666666,0.05,0.3333333333333333,0.0,8,0
1,0,사회과학계열,2,3,7,0,2,27,3,15,15178620.0,1,542093.5714285715,5059540.0,0.5357142857142857,3,3.75,0.25,6,3794655.0,7589310.0,0.5357142857142857,0.375,0.07142857142857142,0.5,0.03571428571428571,0.25,0.10714285714285714,6,18
1,0,자연과학계열,3,2,6,0,2,8,6,2,6904140.0,1,767126.6666666666,1726035.0,0.2222222222222222,2,0.6666666666666666,0.6666666666666666,18,2301380.0,3452070.0,0.2222222222222222,0.2857142857142857,0.3333333333333333,1.0,0.1111111111111111,0.3333333333333333,0.6666666666666666,4,108
1,0,사회과학계열,2,4,1,0,3,21,3,21,17583960.0,1,799270.9090909091,5861320.0,0.9545454545454546,4,4.2,0.0454545454545454,6,3516792.0,8791980.0,0.9545454545454546,2.0,0.09090909090909091,0.4,0.045454545454545456,0.2,0.13636363636363635,12,18
1,0,사회과학계열,3,2,0,0,2,4,2,3,5833260.0,1,1166652.0,1458315.0,0.6,2,1.0,0.0,6,1944420.0,2916630.0,0.6,2.0,0.6,1.0,0.2,0.3333333333333333,0.4,4,12
1,0,기타,3,1,1,1,1,3,4,3,5405460.0,0,1351365.0,1351365.0,0.75,1,1.5,0.25,12,2702730.0,2702730.0,0.75,0.5,0.75,1.5,0.25,0.5,1.0,1,48
1,1,상경계열,3,5,6,0,2,21,3,1,25258140.0,1,1148097.2727272727,6314535.0,0.0454545454545454,5,0.1666666666666666,0.2727272727272727,9,4209690.0,12629070.0,0.045454545454545456,0.7142857142857143,0.13636363636363635,0.5,0.045454545454545456,0.16666666666666666,0.13636363636363635,10,27
1,0,사회과학계열,3,1,4,0,2,8,5,1,3284400.0,0,364933.3333333333,821100.0,0.1111111111111111,1,0.5,0.4444444444444444,15,1642200.0,1642200.0,0.1111111111111111,0.2,0.3333333333333333,1.5,0.1111111111111111,0.5,0.5555555555555556,2,75
1,0,사회과학계열,2,4,3,0,1,30,4,5,18941880.0,1,611028.3870967742,6313960.0,0.1612903225806451,4,1.0,0.0967741935483871,8,3788376.0,9470940.0,0.16129032258064516,1.0,0.06451612903225806,0.4,0.03225806451612903,0.2,0.12903225806451613,4,32
1,0,자연과학계열,1,2,5,0,1,15,2,1,6592260.0,1,412016.25,3296130.0,0.0625,2,0.3333333333333333,0.3125,2,2197420.0,3296130.0,0.0625,0.3333333333333333,0.0625,0.3333333333333333,0.0625,0.3333333333333333,0.125,2,4
2,0,자연과학계열,3,2,3,0,4,17,3,8,8811300.0,1,489516.6666666667,2202825.0,0.4444444444444444,2,2.6666666666666665,0.1666666666666666,9,2937100.0,2937100.0,0.4444444444444444,0.5,0.16666666666666666,1.0,0.1111111111111111,0.6666666666666666,0.16666666666666666,8,27
0,0,사회과학계열,1,5,1,1,2,21,3,21,27562740.0,1,1252851.818181818,13781370.0,0.9545454545454546,5,3.5,0.0454545454545454,3,4593790.0,27562740.0,0.9545454545454546,2.5,0.045454545454545456,0.16666666666666666,0.0,0.0,0.13636363636363635,10,9
1,1,사회과학계열,3,2,8,0,3,19,1,1,9468180.0,0,473409.0,2367045.0,0.05,2,0.3333333333333333,0.4,3,3156060.0,4734090.0,0.05,0.2222222222222222,0.15,1.0,0.05,0.3333333333333333,0.05,6,3
0,1,자연과학계열,1,2,8,0,4,7,6,2,6857220.0,0,857152.5,3428610.0,0.25,2,0.6666666666666666,1.0,6,2285740.0,6857220.0,0.25,0.2222222222222222,0.125,0.3333333333333333,0.0,0.0,0.75,8,36
1,1,상경계열,1,5,1,0,4,33,3,32,27386100.0,1,805473.5294117647,13693050.0,0.9411764705882352,5,5.333333333333333,0.0294117647058823,3,4564350.0,13693050.0,0.9411764705882353,2.5,0.029411764705882353,0.16666666666666666,0.029411764705882353,0.16666666666666666,0.08823529411764706,20,9
1,1,자연과학계열,4,4,3,0,3,23,2,12,18381600.0,0,765900.0,3676320.0,0.5,4,2.4,0.125,8,3676320.0,9190800.0,0.5,1.0,0.16666666666666666,0.8,0.041666666666666664,0.2,0.08333333333333333,12,16
0,1,사회과학계열,3,2,0,0,1,19,3,18,8758860.0,0,437943.0,2189715.0,0.9,2,6.0,0.0,9,2919620.0,8758860.0,0.9,2.0,0.15,1.0,0.0,0.0,0.15,2,27
1,0,사회과학계열,4,1,1,0,3,18,1,17,3785340.0,0,199228.4210526316,757068.0,0.8947368421052632,1,8.5,0.0526315789473684,4,1892670.0,1892670.0,0.8947368421052632,0.5,0.21052631578947367,2.0,0.05263157894736842,0.5,0.05263157894736842,3,4
2,0,자연과학계열,3,3,1,0,3,21,2,21,15014400.0,1,682472.7272727273,3753600.0,0.9545454545454546,3,5.25,0.0454545454545454,6,3753600.0,5004800.0,0.9545454545454546,1.5,0.13636363636363635,0.75,0.09090909090909091,0.5,0.09090909090909091,9,12
0,1,사회과학계열,2,1,0,0,4,3,2,2,3231960.0,0,807990.0,1077320.0,0.5,1,1.0,0.0,4,1615980.0,3231960.0,0.5,1.0,0.5,1.0,0.0,0.0,0.5,4,8
1,1,사회과학계열,3,4,3,0,2,26,4,9,24357000.0,1,902111.1111111112,6089250.0,0.3333333333333333,4,1.8,0.1111111111111111,12,4871400.0,12178500.0,0.3333333333333333,1.0,0.1111111111111111,0.6,0.037037037037037035,0.2,0.14814814814814814,8,48
0,0,자연과학계열,3,1,9,0,2,10,2,8,5554500.0,0,504954.5454545455,1388625.0,0.7272727272727273,1,4.0,0.8181818181818182,6,2777250.0,5554500.0,0.7272727272727273,0.1,0.2727272727272727,1.5,0.0,0.0,0.18181818181818182,2,12
1,1,상경계열,4,2,0,0,4,16,2,15,13420500.0,0,789441.1764705882,2684100.0,0.8823529411764706,2,5.0,0.0,8,4473500.0,6710250.0,0.8823529411764706,2.0,0.23529411764705882,1.3333333333333333,0.058823529411764705,0.3333333333333333,0.11764705882352941,8,16
1,1,공학계열,3,3,3,0,3,14,1,6,16427520.0,1,1095168.0,4106880.0,0.4,3,1.5,0.2,3,4106880.0,8213760.0,0.4,0.75,0.2,0.75,0.06666666666666667,0.25,0.06666666666666667,9,3
1,2,자연과학계열,3,1,1,0,1,6,3,6,3004260.0,0,429180.0,751065.0,0.8571428571428571,1,3.0,0.1428571428571428,9,1502130.0,1502130.0,0.8571428571428571,0.5,0.42857142857142855,1.5,0.14285714285714285,0.5,0.42857142857142855,1,27
2,1,상경계열,2,3,2,0,1,30,2,15,10384500.0,0,334983.87096774194,3461500.0,0.4838709677419355,3,3.75,0.064516129032258,4,2596125.0,3461500.0,0.4838709677419355,1.0,0.06451612903225806,0.5,0.06451612903225806,0.5,0.06451612903225806,3,8
1,0,기타,3,2,7,0,2,9,3,1,6670920.0,0,667092.0,1667730.0,0.1,2,0.3333333333333333,0.7,9,2223640.0,3335460.0,0.1,0.25,0.3,1.0,0.1,0.3333333333333333,0.3,4,27
2,0,사회과학계열,3,1,6,0,2,6,2,3,2817960.0,0,402565.7142857143,704490.0,0.4285714285714285,1,1.5,0.8571428571428571,6,1408980.0,939320.0,0.42857142857142855,0.14285714285714285,0.42857142857142855,1.5,0.2857142857142857,1.0,0.2857142857142857,2,12
1,1,사회과학계열,3,1,1,0,4,1,2,1,3063600.0,0,1531800.0,765900.0,0.5,1,0.5,0.5,6,1531800.0,1531800.0,0.5,0.5,1.5,1.5,0.5,0.5,1.0,4,12
1,1,자연과학계열,3,1,1,1,2,1,5,1,1451760.0,0,725880.0,362940.0,0.5,1,0.5,0.5,15,725880.0,725880.0,0.5,0.5,1.5,1.5,0.5,0.5,2.5,2,75
2,0,기타,3,1,3,0,1,8,2,2,3892980.0,0,432553.3333333333,973245.0,0.2222222222222222,1,1.0,0.3333333333333333,6,1946490.0,1297660.0,0.2222222222222222,0.25,0.3333333333333333,1.5,0.2222222222222222,1.0,0.2222222222222222,1,12
1,0,자연과학계열,3,5,2,0,4,29,2,8,26547060.0,1,884902.0,6636765.0,0.2666666666666666,5,1.3333333333333333,0.0666666666666666,6,4424510.0,13273530.0,0.26666666666666666,1.6666666666666667,0.1,0.5,0.03333333333333333,0.16666666666666666,0.06666666666666667,20,12
1,0,기타,3,2,3,0,1,8,3,4,5667660.0,1,629740.0,1416915.0,0.4444444444444444,2,1.3333333333333333,0.3333333333333333,9,1889220.0,2833830.0,0.4444444444444444,0.5,0.3333333333333333,1.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,2,27
1,1,상경계열,3,2,1,0,2,8,3,7,11586480.0,0,1287386.6666666667,2896620.0,0.7777777777777778,2,2.333333333333333,0.1111111111111111,9,3862160.0,5793240.0,0.7777777777777778,1.0,0.3333333333333333,1.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,4,27
2,0,자연과학계열,2,1,1,0,3,5,5,5,2769660.0,0,461610.0,923220.0,0.8333333333333334,1,2.5,0.1666666666666666,10,1384830.0,923220.0,0.8333333333333334,0.5,0.3333333333333333,1.0,0.3333333333333333,1.0,0.8333333333333334,3,50
1,0,자연과학계열,3,5,9,0,4,23,0,2,27085260.0,1,1128552.5,6771315.0,0.0833333333333333,5,0.3333333333333333,0.375,0,4514210.0,13542630.0,0.08333333333333333,0.5,0.125,0.5,0.041666666666666664,0.16666666666666666,0.0,20,0
1,1,사회과학계열,2,3,6,0,2,13,4,9,14746680.0,0,1053334.2857142857,4915560.0,0.6428571428571429,3,2.25,0.4285714285714285,8,3686670.0,7373340.0,0.6428571428571429,0.42857142857142855,0.14285714285714285,0.5,0.07142857142857142,0.25,0.2857142857142857,6,32
2,0,자연과학계열,3,1,2,0,2,18,4,5,4059960.0,0,213682.1052631579,1014990.0,0.2631578947368421,1,2.5,0.1052631578947368,12,2029980.0,1353320.0,0.2631578947368421,0.3333333333333333,0.15789473684210525,1.5,0.10526315789473684,1.0,0.21052631578947367,2,48
1,0,자연과학계열,2,3,0,0,2,15,2,14,12224040.0,1,764002.5,4074680.0,0.875,3,3.5,0.0,4,3056010.0,6112020.0,0.875,3.0,0.125,0.5,0.0625,0.25,0.125,6,8
0,0,자연과학계열,2,4,7,0,2,31,3,9,23123280.0,1,722602.5,7707760.0,0.28125,4,1.8,0.21875,6,4624656.0,23123280.0,0.28125,0.5,0.0625,0.4,0.0,0.0,0.09375,8,18
1,1,자연과학계열,2,3,5,0,3,18,5,1,14901240.0,0,784275.7894736842,4967080.0,0.0526315789473684,3,0.25,0.2631578947368421,10,3725310.0,7450620.0,0.05263157894736842,0.5,0.10526315789473684,0.5,0.05263157894736842,0.25,0.2631578947368421,9,50
2,1,상경계열,3,1,1,0,2,2,3,2,3205740.0,0,1068580.0,801435.0,0.6666666666666666,1,1.0,0.3333333333333333,9,1602870.0,1068580.0,0.6666666666666666,0.5,1.0,1.5,0.6666666666666666,1.0,1.0,2,27
1,0,사회과학계열,2,1,1,0,1,1,6,1,1954080.0,0,977040.0,651360.0,0.5,1,0.5,0.5,12,977040.0,977040.0,0.5,0.5,1.0,1.0,0.5,0.5,3.0,1,72
1,0,사회과학계열,2,2,8,1,1,19,2,16,6368700.0,0,318435.0,2122900.0,0.8,2,5.333333333333333,0.4,4,2122900.0,3184350.0,0.8,0.2222222222222222,0.1,0.6666666666666666,0.05,0.3333333333333333,0.1,2,8
1,0,사회과학계열,3,1,9,0,3,18,2,10,3396180.0,0,178746.31578947368,849045.0,0.5263157894736842,1,5.0,0.4736842105263157,6,1698090.0,1698090.0,0.5263157894736842,0.1,0.15789473684210525,1.5,0.05263157894736842,0.5,0.10526315789473684,3,12
0,0,공학계열,2,3,1,0,1,10,2,10,12036360.0,1,1094214.5454545454,4012120.0,0.9090909090909092,3,2.5,0.0909090909090909,4,3009090.0,12036360.0,0.9090909090909091,1.5,0.18181818181818182,0.5,0.0,0.0,0.18181818181818182,3,8
1,0,자연과학계열,2,1,1,0,1,6,2,5,5457900.0,0,779700.0,1819300.0,0.7142857142857143,1,2.5,0.1428571428571428,4,2728950.0,2728950.0,0.7142857142857143,0.5,0.2857142857142857,1.0,0.14285714285714285,0.5,0.2857142857142857,1,8
1,0,기타,3,2,0,0,3,7,1,6,13740660.0,1,1717582.5,3435165.0,0.75,2,2.0,0.0,3,4580220.0,6870330.0,0.75,2.0,0.375,1.0,0.125,0.3333333333333333,0.125,6,3
1,0,공학계열,4,1,1,0,3,10,3,10,4658880.0,0,423534.5454545455,931776.0,0.9090909090909092,1,5.0,0.0909090909090909,12,2329440.0,2329440.0,0.9090909090909091,0.5,0.36363636363636365,2.0,0.09090909090909091,0.5,0.2727272727272727,3,36
1,0,사회과학계열,2,3,0,0,1,20,4,19,12175740.0,1,579797.1428571428,4058580.0,0.9047619047619048,3,4.75,0.0,8,3043935.0,6087870.0,0.9047619047619048,3.0,0.09523809523809523,0.5,0.047619047619047616,0.25,0.19047619047619047,3,32
1,0,공학계열,3,3,4,1,4,14,6,11,14244360.0,1,949624.0,3561090.0,0.7333333333333333,3,2.75,0.2666666666666666,18,3561090.0,7122180.0,0.7333333333333333,0.6,0.2,0.75,0.06666666666666667,0.25,0.4,12,108
0,0,사회과학계열,1,1,1,0,4,3,4,3,6376980.0,0,1594245.0,3188490.0,0.75,1,1.5,0.25,4,3188490.0,6376980.0,0.75,0.5,0.25,0.5,0.0,0.0,1.0,4,16
2,0,사회과학계열,3,3,3,0,2,23,4,3,15146880.0,1,631120.0,3786720.0,0.125,3,0.75,0.125,12,3786720.0,5048960.0,0.125,0.75,0.125,0.75,0.08333333333333333,0.5,0.16666666666666666,6,48
1,0,기타,3,2,3,0,4,10,4,8,5050800.0,0,459163.6363636364,1262700.0,0.7272727272727273,2,2.6666666666666665,0.2727272727272727,12,1683600.0,2525400.0,0.7272727272727273,0.5,0.2727272727272727,1.0,0.09090909090909091,0.3333333333333333,0.36363636363636365,8,48
1,2,자연과학계열,2,3,9,0,4,24,1,20,14465160.0,0,578606.4,4821720.0,0.8,3,5.0,0.36,2,3616290.0,7232580.0,0.8,0.3,0.08,0.5,0.04,0.25,0.04,12,2
1,0,사회과학계열,2,3,4,0,3,9,2,3,9824220.0,1,982422.0,3274740.0,0.3,3,0.75,0.4,4,2456055.0,4912110.0,0.3,0.6,0.2,0.5,0.1,0.25,0.2,9,8
1,1,공학계열,3,3,0,1,1,9,2,8,13223160.0,0,1322316.0,3305790.0,0.8,3,2.0,0.0,6,3305790.0,6611580.0,0.8,3.0,0.3,0.75,0.1,0.25,0.2,3,12
2,0,자연과학계열,2,2,1,1,2,14,4,13,6221040.0,0,414736.0,2073680.0,0.8666666666666667,2,4.333333333333333,0.0666666666666666,8,2073680.0,2073680.0,0.8666666666666667,1.0,0.13333333333333333,0.6666666666666666,0.13333333333333333,0.6666666666666666,0.26666666666666666,4,32
1,0,사회과학계열,3,1,1,0,4,4,5,4,3045660.0,0,609132.0,761415.0,0.8,1,2.0,0.2,15,1522830.0,1522830.0,0.8,0.5,0.6,1.5,0.2,0.5,1.0,4,75
2,0,사회과학계열,3,2,0,0,3,7,1,6,10703280.0,1,1337910.0,2675820.0,0.75,2,2.0,0.0,3,3567760.0,3567760.0,0.75,2.0,0.375,1.0,0.25,0.6666666666666666,0.125,6,3
1,1,사회과학계열,2,2,2,0,3,8,5,1,9237720.0,0,1026413.3333333334,3079240.0,0.1111111111111111,2,0.3333333333333333,0.2222222222222222,10,3079240.0,4618860.0,0.1111111111111111,0.6666666666666666,0.2222222222222222,0.6666666666666666,0.1111111111111111,0.3333333333333333,0.5555555555555556,6,50
1,0,공학계열,3,1,1,0,2,7,3,7,5093580.0,0,636697.5,1273395.0,0.875,1,3.5,0.125,9,2546790.0,2546790.0,0.875,0.5,0.375,1.5,0.125,0.5,0.375,2,27
1,0,자연과학계열,3,1,1,1,3,1,0,1,3280260.0,0,1640130.0,820065.0,0.5,1,0.5,0.5,0,1640130.0,1640130.0,0.5,0.5,1.5,1.5,0.5,0.5,0.0,3,0
1,0,자연과학계열,2,1,4,1,2,5,0,2,3191940.0,0,531990.0,1063980.0,0.3333333333333333,1,1.0,0.6666666666666666,0,1595970.0,1595970.0,0.3333333333333333,0.2,0.3333333333333333,1.0,0.16666666666666666,0.5,0.0,2,0
1,0,자연과학계열,3,4,0,0,4,23,3,22,24377700.0,1,1015737.5,6094425.0,0.9166666666666666,4,4.4,0.0,9,4875540.0,12188850.0,0.9166666666666666,4.0,0.125,0.6,0.041666666666666664,0.2,0.125,16,27
2,0,자연과학계열,2,1,1,0,1,1,2,1,3582480.0,0,1791240.0,1194160.0,0.5,1,0.5,0.5,4,1791240.0,1194160.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1,8
2,1,기타,3,2,3,0,4,5,4,0,6524640.0,0,1087440.0,1631160.0,0.0,2,0.0,0.5,12,2174880.0,2174880.0,0.0,0.5,0.5,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,8,48
